master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS7764	HepG2	HepG2-DS7764	HepG2	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BFC/@@download/ENCFF000BFC.bigWig	
DS7764	HepG2	HepG2-DS7764	HepG2	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BER/@@download/ENCFF000BER.bigWig	
DS7764	HepG2	HepG2-DS7764	HepG2	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BGB/@@download/ENCFF000BGB.bigWig	
DS7764	HepG2	HepG2-DS7764	HepG2	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BGM/@@download/ENCFF000BGM.bigWig	
DS7764	HEPG2	HEPG2-DS7764	HepG2	ENCODE_UW	ChromatinAccessibility
DS7764	HEPG2	HEPG2-DS7764	HepG2	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BFC/@@download/ENCFF000BFC.bigWig	
DS7764	HEPG2	HEPG2-DS7764	HepG2	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BER/@@download/ENCFF000BER.bigWig	
DS7764	HEPG2	HEPG2-DS7764	HepG2	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BGB/@@download/ENCFF000BGB.bigWig	
DS7764	HEPG2	HEPG2-DS7764	HepG2	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BGM/@@download/ENCFF000BGM.bigWig	
DS13363	HMF	HMF-DS13363	HMF	ENCODE_UW	ChromatinAccessibility		
DS13363	HMF	HMF-DS13363	HMF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FOP/@@download/ENCFF001FOP.bigWig	raw signal rep 1 (Stam)
DS13368	HMF	HMF-DS13368	HMF	ENCODE_UW	ChromatinAccessibility		
DS13368	HMF	HMF-DS13368	HMF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FOP/@@download/ENCFF001FOP.bigWig	raw signal rep 1 (Stam)
DS12952	HMVEC_dAd	HMVEC_dAd-DS12952	HMVEC-dAd	ENCODE_UW	ChromatinAccessibility		
DS12957	HMVEC_dAd	HMVEC_dAd-DS12957	HMVEC-dAd	ENCODE_UW	ChromatinAccessibility		
DS13329	HMVEC_dBlAd	HMVEC_dBlAd-DS13329	HMVEC-dBl-Ad	ENCODE_UW	ChromatinAccessibility		
DS13337	HMVEC_dBlAd	HMVEC_dBlAd-DS13337	HMVEC-dBl-Ad	ENCODE_UW	ChromatinAccessibility		
DS13233	HMVEC_dBlNeo	HMVEC_dBlNeo-DS13233	HMVEC-dBl-Neo	ENCODE_UW	ChromatinAccessibility		
DS13242	HMVEC_dBlNeo	HMVEC_dBlNeo-DS13242	HMVEC-dBl-Neo	ENCODE_UW	ChromatinAccessibility		
DS13256	HMVEC_dLyAd	HMVEC_dLyAd-DS13256	HMVEC-dLy-Ad	ENCODE_UW	ChromatinAccessibility		
DS13261	HMVEC_dLyAd	HMVEC_dLyAd-DS13261	HMVEC-dLy-Ad	ENCODE_UW	ChromatinAccessibility		
DS13146	HMVEC_dLyNeo	HMVEC_dLyNeo-DS13146	HMVEC-dLy-Neo	ENCODE_UW	ChromatinAccessibility		
DS13150	HMVEC_dLyNeo	HMVEC_dLyNeo-DS13150	HMVEC-dLy-Neo	ENCODE_UW	ChromatinAccessibility		
DS12929	HMVEC_dNeo	HMVEC_dNeo-DS12929	HMVEC-dNeo	ENCODE_UW	ChromatinAccessibility		
DS12937	HMVEC_dNeo	HMVEC_dNeo-DS12937	HMVEC-dNeo	ENCODE_UW	ChromatinAccessibility		
DS13372	HMVEC_LBl	HMVEC_LBl-DS13372	HMVEC-LBl	ENCODE_UW	ChromatinAccessibility		
DS13375	HMVEC_LBl	HMVEC_LBl-DS13375	HMVEC-LBl	ENCODE_UW	ChromatinAccessibility		
DS13193	HMVEC_LLy	HMVEC_LLy-DS13193	HMVEC-LLy	ENCODE_UW	ChromatinAccessibility		
DS13185	HMVEC_LLy	HMVEC_LLy-DS13185	HMVEC-LLy	ENCODE_UW	ChromatinAccessibility		
DS12467	HNPCEpiC	HNPCEpiC-DS12467	HNPCEpiC	ENCODE_UW	ChromatinAccessibility		
DS12471	HNPCEpiC	HNPCEpiC-DS12471	HNPCEpiC	ENCODE_UW	ChromatinAccessibility		
DS12916	HPAEC	HPAEC-DS12916	HPAEC	ENCODE_UW	ChromatinAccessibility		
DS13411	HPAF	HPAF-DS13411	HPAF	ENCODE_UW	ChromatinAccessibility		
DS13411	HPAF	HPAF-DS13411	HPAF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FPC/@@download/ENCFF001FPC.bigWig	raw signal rep 1 (Stam)
DS13416	HPAF	HPAF-DS13416	HPAF	ENCODE_UW	ChromatinAccessibility		
DS13416	HPAF	HPAF-DS13416	HPAF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FPC/@@download/ENCFF001FPC.bigWig	raw signal rep 1 (Stam)
DS13569	HPdLF	HPdLF-DS13569	HPdLF	ENCODE_UW	ChromatinAccessibility		
DS13573	HPdLF	HPdLF-DS13573	HPdLF	ENCODE_UW	ChromatinAccessibility		
DS13380	HPF	HPF-DS13380	HPF	ENCODE_UW	ChromatinAccessibility		
DS13380	HPF	HPF-DS13380	HPF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FPO/@@download/ENCFF001FPO.bigWig	raw signal rep 1 (Stam)
DS13390	HPF	HPF-DS13390	HPF	ENCODE_UW	ChromatinAccessibility		
DS13390	HPF	HPF-DS13390	HPF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FPO/@@download/ENCFF001FPO.bigWig	raw signal rep 1 (Stam)
DS10662	HRCE	HRCE-DS10662	HRCEpiC	ENCODE_UW	ChromatinAccessibility		
DS10666	HRCE	HRCE-DS10666	HRCEpiC	ENCODE_UW	ChromatinAccessibility		
DS10631	HRE	HRE-DS10631	HRE	ENCODE_UW	ChromatinAccessibility		
DS10631	HRE	HRE-DS10631	HRE	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FQU/@@download/ENCFF001FQU.bigWig	raw signal rep 1 (Stam)
DS10641	HRE	HRE-DS10641	HRE	ENCODE_UW	ChromatinAccessibility		
DS10641	HRE	HRE-DS10641	HRE	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FQU/@@download/ENCFF001FQU.bigWig	raw signal rep 1 (Stam)
DS13705	HRGEC	HRGEC-DS13705	HRGEC	ENCODE_UW	ChromatinAccessibility		
DS13716	HRGEC	HRGEC-DS13716	HRGEC	ENCODE_UW	ChromatinAccessibility		
DS12568	HRPEpiC	HRPEpiC-DS12568	HRPEpiC	ENCODE_UW	ChromatinAccessibility		
DS12568	HRPEpiC	HRPEpiC-DS12568	HRPEpiC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FRH/@@download/ENCFF001FRH.bigWig	raw signal rep 1 (Stam)
DS12583	HRPEpiC	HRPEpiC-DS12583	HRPEpiC	ENCODE_UW	ChromatinAccessibility		
DS12583	HRPEpiC	HRPEpiC-DS12583	HRPEpiC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FRH/@@download/ENCFF001FRH.bigWig	raw signal rep 1 (Stam)
DS7768	HEPG2	HEPG2-DS7768	HepG2	ENCODE_UW	ChromatinAccessibility		
DS7768	HEPG2	HEPG2-DS7768	HepG2	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BFC/@@download/ENCFF000BFC.bigWig	
DS7768	HEPG2	HEPG2-DS7768	HepG2	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BER/@@download/ENCFF000BER.bigWig	
DS7768	HEPG2	HEPG2-DS7768	HepG2	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BGB/@@download/ENCFF000BGB.bigWig	
DS7768	HEPG2	HEPG2-DS7768	HepG2	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BGM/@@download/ENCFF000BGM.bigWig	
DS10167	HESC	HESC-DS10167	H1-hESC	ENCODE_UW	ChromatinAccessibility		
DS10167	HESC	HESC-DS10167	H1-hESC	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000AWK/@@download/ENCFF000AWK.bigWig	
DS10167	HESC	HESC-DS10167	H1-hESC	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000AXC/@@download/ENCFF000AXC.bigWig	
DS10167	HESC	HESC-DS10167	H1-hESC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000AXO/@@download/ENCFF000AXO.bigWig	
DS10167	HESC	HESC-DS10167	H1-hESC	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000AYA/@@download/ENCFF000AYA.bigWig	
DS13921	HMEC	HMEC-DS13921	HMEC	ENCODE_UW	ChromatinAccessibility		
DS13921	HMEC	HMEC-DS13921	HMEC	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BIB/@@download/ENCFF000BIB.bigWig	
DS13921	HMEC	HMEC-DS13921	HMEC	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BIU/@@download/ENCFF000BIU.bigWig	
DS13921	HMEC	HMEC-DS13921	HMEC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BJG/@@download/ENCFF000BJG.bigWig	
DS13921	HMEC	HMEC-DS13921	HMEC	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BJR/@@download/ENCFF000BJR.bigWig	
DS8680	HMEC	HMEC-DS8680	HMEC	ENCODE_UW	ChromatinAccessibility		
DS8680	HMEC	HMEC-DS8680	HMEC	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BIB/@@download/ENCFF000BIB.bigWig	
DS8680	HMEC	HMEC-DS8680	HMEC	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BIU/@@download/ENCFF000BIU.bigWig	
DS8680	HMEC	HMEC-DS8680	HMEC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BJG/@@download/ENCFF000BJG.bigWig	
DS8680	HMEC	HMEC-DS8680	HMEC	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BJR/@@download/ENCFF000BJR.bigWig	
DS14426	HSMM	HSMM-DS14426	HSMM	ENCODE_UW	ChromatinAccessibility		
DS14426	HSMM	HSMM-DS14426	HSMM	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BLA/@@download/ENCFF000BLA.bigWig	
DS14426	HSMM	HSMM-DS14426	HSMM	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BLS/@@download/ENCFF000BLS.bigWig	
DS14426	HSMM	HSMM-DS14426	HSMM	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BME/@@download/ENCFF000BME.bigWig	
DS14426	HSMM	HSMM-DS14426	HSMM	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BMQ/@@download/ENCFF000BMQ.bigWig	
DS14430	HSMM	HSMM-DS14430	HSMM	ENCODE_UW	ChromatinAccessibility		
DS14430	HSMM	HSMM-DS14430	HSMM	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BLA/@@download/ENCFF000BLA.bigWig	
DS14430	HSMM	HSMM-DS14430	HSMM	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BLS/@@download/ENCFF000BLS.bigWig	
DS14430	HSMM	HSMM-DS14430	HSMM	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BME/@@download/ENCFF000BME.bigWig	
DS14430	HSMM	HSMM-DS14430	HSMM	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BMQ/@@download/ENCFF000BMQ.bigWig	
DS15538	HSMM_D	HSMM_D-DS15538	HSMMtube	ENCODE_UW	ChromatinAccessibility		
DS15538	HSMM_D	HSMM_D-DS15538	HSMMtube	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BOL/@@download/ENCFF000BOL.bigWig	
DS15538	HSMM_D	HSMM_D-DS15538	HSMMtube	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BPF/@@download/ENCFF000BPF.bigWig	
DS15538	HSMM_D	HSMM_D-DS15538	HSMMtube	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BPP/@@download/ENCFF000BPP.bigWig	
DS15538	HSMM_D	HSMM_D-DS15538	HSMMtube	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BQB/@@download/ENCFF000BQB.bigWig	
DS15542	HSMM_D	HSMM_D-DS15542	HSMMtube	ENCODE_UW	ChromatinAccessibility		
DS15542	HSMM_D	HSMM_D-DS15542	HSMMtube	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BOL/@@download/ENCFF000BOL.bigWig	
DS15542	HSMM_D	HSMM_D-DS15542	HSMMtube	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BPF/@@download/ENCFF000BPF.bigWig	
DS15542	HSMM_D	HSMM_D-DS15542	HSMMtube	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BPP/@@download/ENCFF000BPP.bigWig	
DS15542	HSMM_D	HSMM_D-DS15542	HSMMtube	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BQB/@@download/ENCFF000BQB.bigWig	
DS10060	HUVEC	HUVEC-DS10060	HUVEC	ENCODE_UW	ChromatinAccessibility		
DS10060	HUVEC	HUVEC-DS10060	HUVEC	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BRY/@@download/ENCFF000BRY.bigWig	
DS10060	HUVEC	HUVEC-DS10060	HUVEC	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BST/@@download/ENCFF000BST.bigWig	
DS10060	HUVEC	HUVEC-DS10060	HUVEC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BTG/@@download/ENCFF000BTG.bigWig	
DS10060	HUVEC	HUVEC-DS10060	HUVEC	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BTU/@@download/ENCFF000BTU.bigWig	
DS13977	HVMF	HVMF-DS13977	HVMF	ENCODE_UW	ChromatinAccessibility		
DS13977	HVMF	HVMF-DS13977	HVMF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FTB/@@download/ENCFF001FTB.bigWig	raw signal rep 1 (Stam)
DS13981	HVMF	HVMF-DS13981	HVMF	ENCODE_UW	ChromatinAccessibility		
DS13981	HVMF	HVMF-DS13981	HVMF	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FTB/@@download/ENCFF001FTB.bigWig	raw signal rep 1 (Stam)
DS13475	HUVEC	HUVEC-DS13475	HUVEC	ENCODE_UW	ChromatinAccessibility		
DS13475	HUVEC	HUVEC-DS13475	HUVEC	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BRY/@@download/ENCFF000BRY.bigWig	
DS13475	HUVEC	HUVEC-DS13475	HUVEC	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BST/@@download/ENCFF000BST.bigWig	
DS13475	HUVEC	HUVEC-DS13475	HUVEC	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BTG/@@download/ENCFF000BTG.bigWig	
DS13475	HUVEC	HUVEC-DS13475	HUVEC	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BTU/@@download/ENCFF000BTU.bigWig	
DS10681	Jurkat	Jurkat-DS10681	Jurkat	ENCODE_UW	ChromatinAccessibility		
DS10681	Jurkat	Jurkat-DS10681	Jurkat	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FTP/@@download/ENCFF001FTP.bigWig	raw signal rep 1 (Stam)
DS12659	Jurkat	Jurkat-DS12659	Jurkat	ENCODE_UW	ChromatinAccessibility		
DS12659	Jurkat	Jurkat-DS12659	Jurkat	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF001FTP/@@download/ENCFF001FTP.bigWig	raw signal rep 1 (Stam)
DS13204	K562	K562-DS13204	K562	ENCODE_UW	ChromatinAccessibility		
DS13204	K562	K562-DS13204	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13204	K562	K562-DS13204	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13204	K562	K562-DS13204	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13204	K562	K562-DS13204	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13209	K562	K562-DS13209	K562	ENCODE_UW	ChromatinAccessibility		
DS13209	K562	K562-DS13209	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13209	K562	K562-DS13209	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13209	K562	K562-DS13209	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13209	K562	K562-DS13209	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13277	K562	K562-DS13277	K562	ENCODE_UW	ChromatinAccessibility		
DS13277	K562	K562-DS13277	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13277	K562	K562-DS13277	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13277	K562	K562-DS13277	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13277	K562	K562-DS13277	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13282	K562	K562-DS13282	K562	ENCODE_UW	ChromatinAccessibility		
DS13282	K562	K562-DS13282	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13282	K562	K562-DS13282	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13282	K562	K562-DS13282	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13282	K562	K562-DS13282	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13287	K562	K562-DS13287	K562	ENCODE_UW	ChromatinAccessibility		
DS13287	K562	K562-DS13287	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13287	K562	K562-DS13287	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13287	K562	K562-DS13287	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13287	K562	K562-DS13287	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13310	K562	K562-DS13310	K562	ENCODE_UW	ChromatinAccessibility		
DS13310	K562	K562-DS13310	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13310	K562	K562-DS13310	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13310	K562	K562-DS13310	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13310	K562	K562-DS13310	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS13906	K562	K562-DS13906	K562	ENCODE_UW	ChromatinAccessibility		
DS13906	K562	K562-DS13906	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS13906	K562	K562-DS13906	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS13906	K562	K562-DS13906	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS13906	K562	K562-DS13906	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14211	K562	K562-DS14211	K562	ENCODE_UW	ChromatinAccessibility		
DS14211	K562	K562-DS14211	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14211	K562	K562-DS14211	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14211	K562	K562-DS14211	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14211	K562	K562-DS14211	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14216	K562	K562-DS14216	K562	ENCODE_UW	ChromatinAccessibility		
DS14216	K562	K562-DS14216	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14216	K562	K562-DS14216	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14216	K562	K562-DS14216	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14216	K562	K562-DS14216	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14245	K562	K562-DS14245	K562	ENCODE_UW	ChromatinAccessibility		
DS14245	K562	K562-DS14245	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14245	K562	K562-DS14245	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14245	K562	K562-DS14245	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14245	K562	K562-DS14245	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14250	K562	K562-DS14250	K562	ENCODE_UW	ChromatinAccessibility		
DS14250	K562	K562-DS14250	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14250	K562	K562-DS14250	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14250	K562	K562-DS14250	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14250	K562	K562-DS14250	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14274	K562	K562-DS14274	K562	ENCODE_UW	ChromatinAccessibility		
DS14274	K562	K562-DS14274	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14274	K562	K562-DS14274	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14274	K562	K562-DS14274	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14274	K562	K562-DS14274	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS14279	K562	K562-DS14279	K562	ENCODE_UW	ChromatinAccessibility		
DS14279	K562	K562-DS14279	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS14279	K562	K562-DS14279	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS14279	K562	K562-DS14279	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS14279	K562	K562-DS14279	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS15309	K562	K562-DS15309	K562	ENCODE_UW	ChromatinAccessibility		
DS15309	K562	K562-DS15309	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS15309	K562	K562-DS15309	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS15309	K562	K562-DS15309	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS15309	K562	K562-DS15309	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS15358	K562	K562-DS15358	K562	ENCODE_UW	ChromatinAccessibility		
DS15358	K562	K562-DS15358	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS15358	K562	K562-DS15358	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS15358	K562	K562-DS15358	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
DS15358	K562	K562-DS15358	K562	ENCODE_UW	H3K9ac	https://www.encodeproject.org/files/ENCFF000BYN/@@download/ENCFF000BYN.bigWig	
DS15363	K562	K562-DS15363	K562	ENCODE_UW	ChromatinAccessibility		
DS15363	K562	K562-DS15363	K562	ENCODE_UW	H3K27ac	https://www.encodeproject.org/files/ENCFF000BWY/@@download/ENCFF000BWY.bigWig	
DS15363	K562	K562-DS15363	K562	ENCODE_UW	H3K4me1	https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig	
DS15363	K562	K562-DS15363	K562	ENCODE_UW	H3K4me3	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	
